event_ticker,milestone_id,away_code,home_code,game_dir,play_by_play_csv,game_stats_json,candles_csv,milestone_details_json,error,game_start_ts,game_end_ts,candle_rows,game_date,split
KXNBAGAME-26APR04WASMIA,5392504d-68d0-4d0f-81e9-88ba040dfafd,WAS,MIA,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04WASMIA,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04WASMIA/KXNBAGAME-26APR04WASMIA_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04WASMIA/KXNBAGAME-26APR04WASMIA_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04WASMIA/KXNBAGAME-26APR04WASMIA_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR04WASMIA/KXNBAGAME-26APR04WASMIA_milestone_details.json,,1775329888.0,1775337699.0,257.0,2026-04-04,train
KXNBAGAME-26APR05UTAOKC,0d39fd73-0be2-496c-9882-771fe6797b98,UTA,OKC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05UTAOKC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05UTAOKC/KXNBAGAME-26APR05UTAOKC_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05UTAOKC/KXNBAGAME-26APR05UTAOKC_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05UTAOKC/KXNBAGAME-26APR05UTAOKC_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05UTAOKC/KXNBAGAME-26APR05UTAOKC_milestone_details.json,,1775430745.0,1775438092.0,239.0,2026-04-05,train
KXNBAGAME-26APR05MEMMIL,f413301c-7f96-406c-8f9b-9c9a504556d0,MEM,MIL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05MEMMIL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05MEMMIL/KXNBAGAME-26APR05MEMMIL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05MEMMIL/KXNBAGAME-26APR05MEMMIL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05MEMMIL/KXNBAGAME-26APR05MEMMIL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05MEMMIL/KXNBAGAME-26APR05MEMMIL_milestone_details.json,,1775418023.0,1775425841.0,266.0,2026-04-05,train
KXNBAGAME-26APR05LACSAC,410ca6c6-c913-4ac8-a0f3-227f325093aa,LAC,SAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LACSAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LACSAC/KXNBAGAME-26APR05LACSAC_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LACSAC/KXNBAGAME-26APR05LACSAC_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LACSAC/KXNBAGAME-26APR05LACSAC_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LACSAC/KXNBAGAME-26APR05LACSAC_milestone_details.json,,1775437814.0,1775445600.0,258.0,2026-04-05,train
KXNBAGAME-26APR05PHXCHI,c9e0018f-1868-4978-a6ed-814ada883735,PHX,CHI,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05PHXCHI,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05PHXCHI/KXNBAGAME-26APR05PHXCHI_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05PHXCHI/KXNBAGAME-26APR05PHXCHI_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05PHXCHI/KXNBAGAME-26APR05PHXCHI_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05PHXCHI/KXNBAGAME-26APR05PHXCHI_milestone_details.json,,1775418022.0,1775426163.0,281.0,2026-04-05,train
KXNBAGAME-26APR05WASBKN,bec6c5da-f6db-46c0-9f71-1cf77f6bc2b1,WAS,BKN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05WASBKN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05WASBKN/KXNBAGAME-26APR05WASBKN_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05WASBKN/KXNBAGAME-26APR05WASBKN_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05WASBKN/KXNBAGAME-26APR05WASBKN_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05WASBKN/KXNBAGAME-26APR05WASBKN_milestone_details.json,,1775418050.0,1775426715.0,301.0,2026-04-05,train
KXNBAGAME-26APR05LALDAL,cf5a4285-21e4-426e-ba81-227b53cdbb02,LAL,DAL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LALDAL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LALDAL/KXNBAGAME-26APR05LALDAL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LALDAL/KXNBAGAME-26APR05LALDAL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LALDAL/KXNBAGAME-26APR05LALDAL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05LALDAL/KXNBAGAME-26APR05LALDAL_milestone_details.json,,1775432528.0,1775441399.0,308.0,2026-04-05,train
KXNBAGAME-26APR05INDCLE,d4a8cc9c-60fc-4652-985e-bd7b7fe6bfeb,IND,CLE,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05INDCLE,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05INDCLE/KXNBAGAME-26APR05INDCLE_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05INDCLE/KXNBAGAME-26APR05INDCLE_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05INDCLE/KXNBAGAME-26APR05INDCLE_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05INDCLE/KXNBAGAME-26APR05INDCLE_milestone_details.json,,1775427066.0,1775434879.0,272.0,2026-04-05,train
KXNBAGAME-26APR05ORLNOP,28d89fd2-9abe-4f15-9297-75b2874c2d16,ORL,NOP,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05ORLNOP,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05ORLNOP/KXNBAGAME-26APR05ORLNOP_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05ORLNOP/KXNBAGAME-26APR05ORLNOP_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05ORLNOP/KXNBAGAME-26APR05ORLNOP_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05ORLNOP/KXNBAGAME-26APR05ORLNOP_milestone_details.json,,1775430632.0,1775439451.0,303.0,2026-04-05,train
KXNBAGAME-26APR05CHAMIN,4c01aeda-09ee-421c-9da6-2e0ba020d490,CHA,MIN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05CHAMIN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05CHAMIN/KXNBAGAME-26APR05CHAMIN_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05CHAMIN/KXNBAGAME-26APR05CHAMIN_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05CHAMIN/KXNBAGAME-26APR05CHAMIN_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05CHAMIN/KXNBAGAME-26APR05CHAMIN_milestone_details.json,,1775430637.0,1775438590.0,276.0,2026-04-05,train
KXNBAGAME-26APR05TORBOS,f3249915-4598-4629-a643-7c1fc033be9b,TOR,BOS,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05TORBOS,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05TORBOS/KXNBAGAME-26APR05TORBOS_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05TORBOS/KXNBAGAME-26APR05TORBOS_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05TORBOS/KXNBAGAME-26APR05TORBOS_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05TORBOS/KXNBAGAME-26APR05TORBOS_milestone_details.json,,1775418121.0,1775425811.0,264.0,2026-04-05,train
KXNBAGAME-26APR05HOUGSW,aa4ecd95-4dc1-4f2e-8b49-2000f9776d17,HOU,GSW,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05HOUGSW,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05HOUGSW/KXNBAGAME-26APR05HOUGSW_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05HOUGSW/KXNBAGAME-26APR05HOUGSW_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05HOUGSW/KXNBAGAME-26APR05HOUGSW_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR05HOUGSW/KXNBAGAME-26APR05HOUGSW_milestone_details.json,,1775441644.0,1775450319.0,301.0,2026-04-05,train
KXNBAGAME-26APR06NYKATL,458aea58-eef6-428b-a9fe-ea51a4f8839a,NYK,ATL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06NYKATL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06NYKATL/KXNBAGAME-26APR06NYKATL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06NYKATL/KXNBAGAME-26APR06NYKATL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06NYKATL/KXNBAGAME-26APR06NYKATL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06NYKATL/KXNBAGAME-26APR06NYKATL_milestone_details.json,,1775517189.0,1775525842.0,296.0,2026-04-06,train
KXNBAGAME-26APR06CLEMEM,c87e7307-cb5e-4535-b738-fff834cf85ee,CLE,MEM,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06CLEMEM,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06CLEMEM/KXNBAGAME-26APR06CLEMEM_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06CLEMEM/KXNBAGAME-26APR06CLEMEM_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06CLEMEM/KXNBAGAME-26APR06CLEMEM_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06CLEMEM/KXNBAGAME-26APR06CLEMEM_milestone_details.json,,1775520650.0,1775528362.0,268.0,2026-04-06,train
KXNBAGAME-26APR06PORDEN,fa57d686-abac-4502-a384-297c5965477e,POR,DEN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PORDEN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PORDEN/KXNBAGAME-26APR06PORDEN_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PORDEN/KXNBAGAME-26APR06PORDEN_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PORDEN/KXNBAGAME-26APR06PORDEN_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PORDEN/KXNBAGAME-26APR06PORDEN_milestone_details.json,pbp has no wall_clock column (API returned untimestamped PBP),,,,2026-04-06,train
KXNBAGAME-26APR06PHISAS,b5ade845-1303-4f19-b968-4c414af3d975,PHI,SAS,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PHISAS,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PHISAS/KXNBAGAME-26APR06PHISAS_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PHISAS/KXNBAGAME-26APR06PHISAS_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PHISAS/KXNBAGAME-26APR06PHISAS_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06PHISAS/KXNBAGAME-26APR06PHISAS_milestone_details.json,,1775520667.0,1775529065.0,288.0,2026-04-06,train
KXNBAGAME-26APR06DETORL,ad77f8f7-afba-4f33-aa81-1be6b3c6ef57,DET,ORL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06DETORL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06DETORL/KXNBAGAME-26APR06DETORL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06DETORL/KXNBAGAME-26APR06DETORL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06DETORL/KXNBAGAME-26APR06DETORL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR06DETORL/KXNBAGAME-26APR06DETORL_milestone_details.json,,1775517078.0,1775525793.0,301.0,2026-04-06,train
KXNBAGAME-26APR07UTANOP,2b64af65-b905-4b71-a2fe-71f0b422ffd7,UTA,NOP,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07UTANOP,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07UTANOP/KXNBAGAME-26APR07UTANOP_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07UTANOP/KXNBAGAME-26APR07UTANOP_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07UTANOP/KXNBAGAME-26APR07UTANOP_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07UTANOP/KXNBAGAME-26APR07UTANOP_milestone_details.json,,1775607037.0,1775614497.0,260.0,2026-04-07,train
KXNBAGAME-26APR07SACGSW,cd357c65-a8c8-4920-b5d2-403b4dd2566d,SAC,GSW,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07SACGSW,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07SACGSW/KXNBAGAME-26APR07SACGSW_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07SACGSW/KXNBAGAME-26APR07SACGSW_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07SACGSW/KXNBAGAME-26APR07SACGSW_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07SACGSW/KXNBAGAME-26APR07SACGSW_milestone_details.json,,1775614272.0,1775622189.0,273.0,2026-04-07,train
KXNBAGAME-26APR07MILBKN,73613fee-a251-4824-a089-b07246374c93,MIL,BKN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MILBKN,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MILBKN/KXNBAGAME-26APR07MILBKN_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MILBKN/KXNBAGAME-26APR07MILBKN_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MILBKN/KXNBAGAME-26APR07MILBKN_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MILBKN/KXNBAGAME-26APR07MILBKN_milestone_details.json,,1775605257.0,1775613031.0,272.0,2026-04-07,train
KXNBAGAME-26APR07CHABOS,d2c8b19c-b546-43c2-a2d0-afd31d6d8988,CHA,BOS,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07CHABOS,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07CHABOS/KXNBAGAME-26APR07CHABOS_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07CHABOS/KXNBAGAME-26APR07CHABOS_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07CHABOS/KXNBAGAME-26APR07CHABOS_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07CHABOS/KXNBAGAME-26APR07CHABOS_milestone_details.json,,1775607201.0,1775615183.0,277.0,2026-04-07,train
KXNBAGAME-26APR07MIATOR,96076c09-6d5d-4630-b60e-049aa783b257,MIA,TOR,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MIATOR,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MIATOR/KXNBAGAME-26APR07MIATOR_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MIATOR/KXNBAGAME-26APR07MIATOR_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MIATOR/KXNBAGAME-26APR07MIATOR_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MIATOR/KXNBAGAME-26APR07MIATOR_milestone_details.json,,1775605330.0,1775613201.0,274.0,2026-04-07,train
KXNBAGAME-26APR07MININD,eca85d83-3fe6-4f82-b6bc-4198feeafb7b,MIN,IND,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MININD,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MININD/KXNBAGAME-26APR07MININD_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MININD/KXNBAGAME-26APR07MININD_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MININD/KXNBAGAME-26APR07MININD_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07MININD/KXNBAGAME-26APR07MININD_milestone_details.json,,1775603467.0,1775611367.0,271.0,2026-04-07,train
KXNBAGAME-26APR07DALLAC,ab64e4cc-d8fb-4fff-8409-9d9413ac76d5,DAL,LAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07DALLAC,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07DALLAC/KXNBAGAME-26APR07DALLAC_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07DALLAC/KXNBAGAME-26APR07DALLAC_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07DALLAC/KXNBAGAME-26APR07DALLAC_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07DALLAC/KXNBAGAME-26APR07DALLAC_milestone_details.json,,1775616029.0,1775624005.0,276.0,2026-04-07,train
KXNBAGAME-26APR07HOUPHX,1ac1028f-3970-4128-b41f-ccd7a6c2c935,HOU,PHX,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07HOUPHX,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07HOUPHX/KXNBAGAME-26APR07HOUPHX_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07HOUPHX/KXNBAGAME-26APR07HOUPHX_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07HOUPHX/KXNBAGAME-26APR07HOUPHX_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07HOUPHX/KXNBAGAME-26APR07HOUPHX_milestone_details.json,,1775617999.0,1775627086.0,314.0,2026-04-07,train
KXNBAGAME-26APR07OKCLAL,41ab99e8-3b65-4073-9c57-8b3746772e8f,OKC,LAL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07OKCLAL,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07OKCLAL/KXNBAGAME-26APR07OKCLAL_kalshi_pbp.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07OKCLAL/KXNBAGAME-26APR07OKCLAL_kalshi_game_stats.json,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07OKCLAL/KXNBAGAME-26APR07OKCLAL_kalshi_candles_1min.csv,/Users/chanukya/devops-copilot/.kalshi/nba_playoffs_2026/.autoresearch_nba/data/KXNBAGAME-26APR07OKCLAL/KXNBAGAME-26APR07OKCLAL_milestone_details.json,pbp has no wall_clock column (API returned untimestamped PBP),,,,2026-04-07,train
